uuid,Make,Model,Vehicle Class,Engine Size(L),Cylinders,Transmission,Fuel Type,Fuel Consumption City (L/100 km),Fuel Consumption Hwy (L/100 km),Fuel Consumption Comb (L/100 km),Fuel Consumption Comb (mpg),CO2 Emissions(g/km)
eb6d9dc0-f18b-11ec-a33e-acde48001122,NISSAN,PATHFINDER,SUV - SMALL,3.5,6,AV,X,12.0,8.9,10.6,27,244
eb6da266-f18b-11ec-a33e-acde48001122,HONDA,HR-V AWD,STATION WAGON - SMALL,1.8,4,AV7,X,9.1,7.7,8.5,33,200
eb6da68a-f18b-11ec-a33e-acde48001122,BUICK,LACROSSE FFV,MID-SIZE,3.6,6,AS6,X,13.7,8.6,11.4,25,268
eb6daae0-f18b-11ec-a33e-acde48001122,LAND ROVER,RANGE ROVER SPORT,SUV - STANDARD,3.0,6,AS8,Z,14.2,10.2,12.4,23,291
eb6daeb4-f18b-11ec-a33e-acde48001122,BMW,M6 COUPE,COMPACT,4.4,8,M6,Z,16.1,10.8,13.7,21,315
eb6db2f6-f18b-11ec-a33e-acde48001122,BMW,750i xDrive Sedan,FULL-SIZE,4.4,8,AS8,Z,14.5,9.9,12.4,23,290
eb6db684-f18b-11ec-a33e-acde48001122,VOLVO,V60 T6 AWD,STATION WAGON - SMALL,2.0,4,AS8,Z,11.3,8.2,9.9,29,231
eb6dba08-f18b-11ec-a33e-acde48001122,BMW,M4 Cabriolet Competition,SUBCOMPACT,3.0,6,M6,Z,13.8,9.4,11.9,24,280
eb6dbe4a-f18b-11ec-a33e-acde48001122,MAZDA,CX-5,SUV - SMALL,2.5,4,AS6,X,8.9,7.1,8.1,35,190
eb6dc5de-f18b-11ec-a33e-acde48001122,FORD,FIESTA,SUBCOMPACT,1.6,4,AS6,X,8.7,6.4,7.6,37,180
eb6dcc00-f18b-11ec-a33e-acde48001122,INFINITI,Q50 AWD,MID-SIZE,3.0,6,AS7,Z,12.6,8.8,10.9,26,256
eb6dd63c-f18b-11ec-a33e-acde48001122,GMC,SIERRA,PICKUP TRUCK - STANDARD,6.2,8,A8,Z,16.1,11.4,14.0,20,327
eb6ddc36-f18b-11ec-a33e-acde48001122,PORSCHE,911 CARRERA 4 GTS,MINICOMPACT,3.0,6,AM7,Z,11.8,9.2,10.6,27,248
eb6de30c-f18b-11ec-a33e-acde48001122,LINCOLN,NAVIGATOR L 4X4,SUV - STANDARD,3.5,6,AS6,X,16.1,12.3,14.4,20,331
eb6deab4-f18b-11ec-a33e-acde48001122,PORSCHE,911 GT3,TWO-SEATER,4.0,6,AM7,Z,15.8,11.6,13.9,20,324
eb6df338-f18b-11ec-a33e-acde48001122,GMC,Sierra,PICKUP TRUCK - STANDARD,5.3,8,A6,X,15.9,11.4,13.9,20,326
eb6dfa7c-f18b-11ec-a33e-acde48001122,MERCEDES-BENZ,CLA 250,COMPACT,2.0,4,AS7,Z,9.6,6.4,8.1,35,190
eb6e022e-f18b-11ec-a33e-acde48001122,SUBARU,Legacy AWD,MID-SIZE,2.5,4,AV7,X,9.3,7.0,8.2,34,193
eb6e0896-f18b-11ec-a33e-acde48001122,LEXUS,LS 460,MID-SIZE,4.6,8,AS8,Z,14.4,9.6,12.3,23,286
eb6e0cb0-f18b-11ec-a33e-acde48001122,SUBARU,Impreza 5-Door AWD,STATION WAGON - SMALL,2.0,4,AV7,X,8.4,6.6,7.6,37,178
eb6e108e-f18b-11ec-a33e-acde48001122,BMW,228i xDRIVE CABRIOLET,SUBCOMPACT,2.0,4,AS8,Z,10.5,6.9,8.9,32,209
eb6e18d6-f18b-11ec-a33e-acde48001122,JEEP,RENEGADE 4X4,SUV - SMALL,2.4,4,A9,X,11.2,8.2,9.8,29,230
eb6e1cf0-f18b-11ec-a33e-acde48001122,BMW,X4 M40i,SUV - SMALL,3.0,6,AS8,Z,11.3,8.7,10.1,28,235
eb6e2236-f18b-11ec-a33e-acde48001122,JEEP,WRANGLER JK 4X4,SUV - SMALL,3.6,6,A5,X,14.1,11.1,12.8,22,299
eb6e260a-f18b-11ec-a33e-acde48001122,DODGE,Challenger,MID-SIZE,6.4,8,M6,Z,16.7,10.4,13.9,20,325
eb6e29d4-f18b-11ec-a33e-acde48001122,AUDI,RS 5 Coupe,SUBCOMPACT,2.9,6,AS8,Z,13.3,8.7,11.3,25,262
eb6e2da8-f18b-11ec-a33e-acde48001122,HONDA,Civic Sedan,MID-SIZE,2.0,4,AV,X,7.9,6.1,7.1,40,167
eb6e3168-f18b-11ec-a33e-acde48001122,PORSCHE,911 CARRERA S,MINICOMPACT,3.8,6,AM7,Z,11.9,8.7,10.5,27,245
eb6e3528-f18b-11ec-a33e-acde48001122,GMC,ACADIA AWD,SUV - STANDARD,2.5,4,A6,X,11.2,9.4,10.4,27,243
eb6e394c-f18b-11ec-a33e-acde48001122,TOYOTA,VENZA 4WD,SUV - SMALL,3.5,6,AS6,X,12.9,9.4,11.3,25,260
eb6e3d16-f18b-11ec-a33e-acde48001122,CHRYSLER,200 CONVERTIBLE,COMPACT,2.4,4,A6,X,12.9,8.1,10.7,26,246
eb6e40d6-f18b-11ec-a33e-acde48001122,CHEVROLET,EQUINOX AWD FFV,SUV - SMALL,2.4,4,A6,E,16.3,11.6,14.2,20,227
eb6e44aa-f18b-11ec-a33e-acde48001122,MERCEDES-BENZ,E 550 COUPE,SUBCOMPACT,4.7,8,AS7,Z,13.4,8.9,11.4,25,262
eb6e4888-f18b-11ec-a33e-acde48001122,NISSAN,MURANO,STATION WAGON - MID-SIZE,3.5,6,AV7,X,11.0,8.3,9.8,29,230
eb6e4f7c-f18b-11ec-a33e-acde48001122,AUDI,A8,FULL-SIZE,4.0,8,AS8,Z,15.1,9.1,12.4,23,290
eb6e5378-f18b-11ec-a33e-acde48001122,CHEVROLET,Camaro,SUBCOMPACT,3.6,6,AS10,X,12.5,8.1,10.5,27,247
eb6e5814-f18b-11ec-a33e-acde48001122,MITSUBISHI,LANCER SPORTBACK,STATION WAGON - SMALL,2.0,4,AV6,X,9.6,7.3,8.6,33,198
eb6e5be8-f18b-11ec-a33e-acde48001122,PORSCHE,911 CARRERA S CABRIOLET,MINICOMPACT,3.8,6,AM7,Z,12.2,8.7,10.6,27,250
eb6e5f9e-f18b-11ec-a33e-acde48001122,JEEP,RENEGADE FFV,SUV - SMALL,2.4,4,A9,E,14.2,9.9,12.2,23,201
eb6e6354-f18b-11ec-a33e-acde48001122,MAZDA,CX-5,SUV - SMALL,2.5,4,AS6,X,9.6,7.4,8.6,33,198
eb6e6700-f18b-11ec-a33e-acde48001122,CHEVROLET,SILVERADO 4WD FFV,PICKUP TRUCK - STANDARD,4.3,6,A6,E,20.2,15.2,18.0,16,294
eb6e6ab6-f18b-11ec-a33e-acde48001122,SCION,tC,COMPACT,2.5,4,AS6,X,10.2,7.6,9.0,31,211
eb6e6e8a-f18b-11ec-a33e-acde48001122,TOYOTA,FJ CRUISER 4WD,SUV - SMALL,4.0,6,M6,X,15.4,12.1,13.9,20,320
eb6e79ca-f18b-11ec-a33e-acde48001122,BMW,650i xDRIVE CABRIOLET,SUBCOMPACT,4.4,8,AS8,Z,15.2,9.8,12.8,22,294
eb6e83ca-f18b-11ec-a33e-acde48001122,DODGE,JOURNEY,SUV - SMALL,2.4,4,A4,X,12.7,9.1,11.1,25,260
eb6e907c-f18b-11ec-a33e-acde48001122,MERCEDES-BENZ,AMG S 65,FULL-SIZE,6.0,12,AS7,Z,17.6,10.9,14.6,19,349
eb6e9810-f18b-11ec-a33e-acde48001122,MERCEDES-BENZ,E 400 4MATIC WAGON,STATION WAGON - MID-SIZE,3.5,6,AS7,Z,12.4,8.8,10.8,26,248
eb6e9dba-f18b-11ec-a33e-acde48001122,DODGE,CHALLENGER,MID-SIZE,6.4,8,M6,Z,16.7,10.4,13.9,20,325
eb6ea26a-f18b-11ec-a33e-acde48001122,HONDA,ACCORD SEDAN,MID-SIZE,3.5,6,A6,X,11.4,7.2,9.5,30,223
eb6ea792-f18b-11ec-a33e-acde48001122,NISSAN,FRONTIER,PICKUP TRUCK - SMALL,2.5,4,A5,X,13.5,10.5,12.2,23,286
eb6eab70-f18b-11ec-a33e-acde48001122,CADILLAC,CTS,MID-SIZE,3.6,6,AS8,X,11.6,8.0,10.0,28,234
eb6eaf26-f18b-11ec-a33e-acde48001122,HONDA,FIT,STATION WAGON - SMALL,1.5,4,A5,X,8.3,6.5,7.5,38,172
eb6eb8cc-f18b-11ec-a33e-acde48001122,GMC,TERRAIN,SUV - SMALL,3.6,6,A6,E,18.8,13.1,16.2,17,259
eb6ec10a-f18b-11ec-a33e-acde48001122,MAZDA,CX-5 Turbo 4WD,SUV - SMALL,2.5,4,AS6,X,10.8,8.7,9.8,29,230
eb6ecbd2-f18b-11ec-a33e-acde48001122,GMC,CANYON,PICKUP TRUCK - SMALL,2.5,4,M6,X,12.2,9.1,10.8,26,248
eb6ed6a4-f18b-11ec-a33e-acde48001122,BENTLEY,MULSANNE,MID-SIZE,6.8,8,AS8,Z,22.3,13.3,18.2,16,419
eb6edda2-f18b-11ec-a33e-acde48001122,SUBARU,IMPREZA AWD,COMPACT,2.0,4,M5,X,9.5,7.0,8.4,34,197
eb6ee234-f18b-11ec-a33e-acde48001122,BUICK,Encore,SUV - SMALL,1.4,4,AS6,X,9.4,7.8,8.7,32,204
eb6ee644-f18b-11ec-a33e-acde48001122,CHEVROLET,CAMARO SS,SUBCOMPACT,6.2,8,AS8,Z,14.2,8.7,11.7,24,273
eb6eea22-f18b-11ec-a33e-acde48001122,CHEVROLET,ORLANDO,SUV - SMALL,2.4,4,AS6,X,12.2,8.6,10.6,27,244
eb6eee00-f18b-11ec-a33e-acde48001122,LINCOLN,MKT LIVERY AWD,SPECIAL PURPOSE VEHICLE,3.7,6,A6,X,14.1,10.0,12.2,23,281
eb6ef1de-f18b-11ec-a33e-acde48001122,VOLVO,S60 T5 AWD,COMPACT,2.5,5,AS6,X,11.6,8.2,10.1,28,232
eb6ef5a8-f18b-11ec-a33e-acde48001122,JEEP,GRAND CHEROKEE 4X4 FFV,SUV - STANDARD,3.6,6,A8,X,13.9,9.8,12.1,23,278
eb6ef968-f18b-11ec-a33e-acde48001122,VOLKSWAGEN,BEETLE,COMPACT,1.8,4,AS6,X,9.6,7.2,8.5,33,196
eb6efd1e-f18b-11ec-a33e-acde48001122,MAZDA,MAZDA5,MINIVAN,2.5,4,AS5,X,10.8,8.2,9.6,29,226
eb6f0430-f18b-11ec-a33e-acde48001122,MERCEDES-BENZ,AMG E 63 S 4MATIC+ Wagon,STATION WAGON - MID-SIZE,4.0,8,A9,Z,14.6,10.4,12.7,22,299
eb6f0a8e-f18b-11ec-a33e-acde48001122,BUICK,LACROSSE,MID-SIZE,3.6,6,AS9,X,11.3,7.9,9.7,29,228
eb6f1376-f18b-11ec-a33e-acde48001122,LEXUS,LS 460 AWD,MID-SIZE,4.6,8,AS8,Z,15.2,10.2,12.9,22,297
eb6f18ee-f18b-11ec-a33e-acde48001122,MERCEDES-BENZ,AMG E 53 4MATIC+,MID-SIZE,3.0,6,A9,Z,11.2,8.3,9.9,29,232
eb6f1e20-f18b-11ec-a33e-acde48001122,DODGE,AVENGER,MID-SIZE,2.4,4,A6,X,12.0,7.6,10.0,28,230
eb6f2212-f18b-11ec-a33e-acde48001122,ALFA ROMEO,4C,TWO-SEATER,1.8,4,AM6,Z,9.7,6.9,8.4,34,193
eb6f25dc-f18b-11ec-a33e-acde48001122,PORSCHE,Cayman,TWO-SEATER,2.0,4,M6,Z,11.0,8.3,9.8,29,229
eb6f2988-f18b-11ec-a33e-acde48001122,LEXUS,IS 350 AWD,COMPACT,3.5,6,AS6,Z,12.3,9.1,10.9,26,254
eb6f2d34-f18b-11ec-a33e-acde48001122,MAZDA,CX-3 4WD,COMPACT,2.0,4,AS6,X,8.6,7.4,8.1,35,189
eb6f30e0-f18b-11ec-a33e-acde48001122,BENTLEY,Continental GT Convertible,SUBCOMPACT,6.0,12,AM8,Z,19.2,12.2,16.0,18,373
eb6f3496-f18b-11ec-a33e-acde48001122,HYUNDAI,ACCENT,COMPACT,1.6,4,M6,X,8.7,6.3,7.6,37,175
eb6f3842-f18b-11ec-a33e-acde48001122,MERCEDES-BENZ,SL 550,TWO-SEATER,4.7,8,A9,Z,13.5,9.3,11.6,24,270
eb6f3cd4-f18b-11ec-a33e-acde48001122,AUDI,A4 QUATTRO,COMPACT,2.0,4,M6,Z,9.9,7.1,8.7,32,204
eb6f417a-f18b-11ec-a33e-acde48001122,LAND ROVER,Range Rover SVAutobiography LWB,SUV - STANDARD,5.0,8,AS8,Z,17.9,12.7,15.5,18,365
eb6f4616-f18b-11ec-a33e-acde48001122,JEEP,COMPASS,SUV - SMALL,2.0,4,AV,X,10.8,8.9,10.0,28,234
eb6f49c2-f18b-11ec-a33e-acde48001122,VOLVO,S60 T6,COMPACT,2.0,4,AS8,Z,10.6,7.7,9.3,30,218
eb6f4d64-f18b-11ec-a33e-acde48001122,CHEVROLET,CORVETTE,TWO-SEATER,6.2,8,M7,Z,13.7,8.2,11.2,25,258
eb6f52e6-f18b-11ec-a33e-acde48001122,GMC,ACADIA AWD,SUV - STANDARD,3.6,6,A6,X,14.9,10.4,12.9,22,297
eb6f575a-f18b-11ec-a33e-acde48001122,JEEP,PATRIOT,SUV - SMALL,2.4,4,M5,X,10.2,8.2,9.3,30,218
eb6f5ca0-f18b-11ec-a33e-acde48001122,RAM,1500 4X4,PICKUP TRUCK - STANDARD,3.6,6,A8,X,14.6,10.1,12.6,22,290
eb6f61b4-f18b-11ec-a33e-acde48001122,VOLVO,S90 T5 AWD,MID-SIZE,2.0,4,AS8,Z,10.6,7.4,9.2,31,215
eb6f65f6-f18b-11ec-a33e-acde48001122,RAM,1500 4X4 (MDS),PICKUP TRUCK - STANDARD,5.7,8,A8,X,16.2,11.5,14.1,20,324
eb6f6a1a-f18b-11ec-a33e-acde48001122,DODGE,CHALLENGER SRT HELLCAT,MID-SIZE,6.2,8,M6,Z,18.1,11.4,15.1,19,352
eb6f6e20-f18b-11ec-a33e-acde48001122,BMW,230i xDRIVE COUPE,SUBCOMPACT,2.0,4,AS8,Z,9.9,7.1,8.6,33,202
eb6f7208-f18b-11ec-a33e-acde48001122,MITSUBISHI,Outlander 4WD,SUV - SMALL,2.4,4,AV6,X,9.9,8.1,9.1,31,212
eb6f75d2-f18b-11ec-a33e-acde48001122,FORD,EXPLORER FFV,SUV - STANDARD,3.5,6,AS6,E,18.3,12.9,15.9,18,254
eb6f799c-f18b-11ec-a33e-acde48001122,TOYOTA,TACOMA 4WD,PICKUP TRUCK - SMALL,3.5,6,AS6,X,13.2,10.7,12.1,23,283
eb6f7d5c-f18b-11ec-a33e-acde48001122,TOYOTA,Highlander AWD LE,SUV - STANDARD,3.5,6,AS8,X,11.7,8.8,10.4,27,242
eb6f8126-f18b-11ec-a33e-acde48001122,RAM,1500 4X4 FFV,PICKUP TRUCK - STANDARD,3.6,6,A8,E,20.5,14.5,17.8,16,285
eb6f84dc-f18b-11ec-a33e-acde48001122,FORD,F-150 4X4 XL/XLT,PICKUP TRUCK - STANDARD,3.0,6,AS10,D,11.3,8.5,10.0,28,270
eb6f889c-f18b-11ec-a33e-acde48001122,GMC,CANYON,PICKUP TRUCK - SMALL,3.6,6,A6,X,13.0,9.2,11.3,25,260
eb6f8c52-f18b-11ec-a33e-acde48001122,JEEP,RENEGADE FFV,SUV - SMALL,2.4,4,A9,E,14.2,9.9,12.2,23,195
eb6f9008-f18b-11ec-a33e-acde48001122,AUDI,TTS COUPE,SUBCOMPACT,2.0,4,AM6,Z,10.3,8.6,9.5,30,222
eb6f93be-f18b-11ec-a33e-acde48001122,CHEVROLET,Tahoe 4WD FFV,SUV - STANDARD,5.3,8,A6,X,15.8,11.1,13.7,21,321
eb6f976a-f18b-11ec-a33e-acde48001122,HONDA,CIVIC SEDAN,MID-SIZE,1.5,4,AV,X,7.6,5.5,6.7,42,157
eb6f9b20-f18b-11ec-a33e-acde48001122,BMW,750i xDRIVE,FULL-SIZE,4.4,8,AS8,Z,13.8,9.1,11.7,24,273
eb6f9ecc-f18b-11ec-a33e-acde48001122,TOYOTA,AVALON,MID-SIZE,3.5,6,AS6,X,11.4,7.7,9.7,29,226
eb6fa282-f18b-11ec-a33e-acde48001122,CHEVROLET,CAMARO,COMPACT,3.6,6,AS6,X,13.2,8.7,11.2,25,258
eb6fa62e-f18b-11ec-a33e-acde48001122,HONDA,Ridgeline AWD,PICKUP TRUCK - STANDARD,3.5,6,A6,X,12.8,9.5,11.3,25,263
eb6fa9da-f18b-11ec-a33e-acde48001122,TOYOTA,COROLLA,MID-SIZE,1.8,4,A4,X,8.6,6.5,7.6,37,175
eb6fad7c-f18b-11ec-a33e-acde48001122,NISSAN,Rogue AWD,SUV - SMALL,2.5,4,AV,X,9.6,7.5,8.7,32,204
eb6fb11e-f18b-11ec-a33e-acde48001122,LEXUS,NX 200t AWD F SPORT,SUV - SMALL,2.0,4,AS6,Z,10.8,8.8,9.9,29,228
eb6fb4c0-f18b-11ec-a33e-acde48001122,TOYOTA,PRIUS,MID-SIZE,1.8,4,AV,X,4.3,4.6,4.5,63,105
eb6fb8a8-f18b-11ec-a33e-acde48001122,VOLKSWAGEN,BEETLE,COMPACT,1.8,4,M5,X,9.9,7.2,8.7,32,200
eb6fbc4a-f18b-11ec-a33e-acde48001122,DODGE,CHARGER SRT (MDS),FULL-SIZE,6.4,8,A8,Z,15.7,9.5,12.9,22,302
eb6fbff6-f18b-11ec-a33e-acde48001122,FORD,TAURUS FFV,FULL-SIZE,3.5,6,AS6,X,12.1,8.1,10.3,27,237
eb6fc398-f18b-11ec-a33e-acde48001122,HONDA,CIVIC HATCHBACK SPORT,FULL-SIZE,1.5,4,AV7,Z,7.9,6.6,7.3,39,170
eb6fc744-f18b-11ec-a33e-acde48001122,HYUNDAI,Elantra GT,FULL-SIZE,2.0,4,M6,X,9.8,7.4,8.7,32,207
eb6fcae6-f18b-11ec-a33e-acde48001122,JAGUAR,F-TYPE Convertible,TWO-SEATER,3.0,6,M6,Z,14.9,9.8,12.6,22,296
eb6fce88-f18b-11ec-a33e-acde48001122,MERCEDES-BENZ,METRIS CARGO,SPECIAL PURPOSE VEHICLE,2.0,4,AS7,Z,11.1,9.1,10.2,28,240
eb6fd522-f18b-11ec-a33e-acde48001122,CHEVROLET,Silverado,PICKUP TRUCK - STANDARD,5.3,8,A8,X,13.9,10.1,12.2,23,286
eb6fd98c-f18b-11ec-a33e-acde48001122,HONDA,PILOT AWD,SUV - SMALL,3.5,6,A5,X,13.9,9.7,12.0,24,276
eb6fdd9c-f18b-11ec-a33e-acde48001122,GMC,CANYON,PICKUP TRUCK - SMALL,2.8,4,A6,D,10.8,7.7,9.4,30,252
eb6fe18e-f18b-11ec-a33e-acde48001122,CHEVROLET,Cruze Premier,COMPACT,1.4,4,AS6,X,8.3,6.2,7.3,39,172
eb6fe562-f18b-11ec-a33e-acde48001122,KIA,K900,FULL-SIZE,5.0,8,AS8,X,15.6,10.6,13.4,21,318
eb6fe92c-f18b-11ec-a33e-acde48001122,FORD,TRANSIT CONNECT VAN FFV,SPECIAL PURPOSE VEHICLE,2.5,4,AS6,E,16.2,11.9,14.3,20,234
eb6fecec-f18b-11ec-a33e-acde48001122,MAZDA,Mazda3 5-Door,MID-SIZE,2.5,4,AS6,X,9.0,6.8,8.0,35,187
eb6ff0ac-f18b-11ec-a33e-acde48001122,FORD,Transit Connect Wagon LWB FFV,SPECIAL PURPOSE VEHICLE,2.0,4,AS8,X,9.9,8.2,9.2,31,214
eb6ff462-f18b-11ec-a33e-acde48001122,HYUNDAI,Elantra GT,FULL-SIZE,2.0,4,AS6,X,9.4,7.1,8.4,34,200
eb6ff80e-f18b-11ec-a33e-acde48001122,LEXUS,LS 500h AWD,MID-SIZE,3.5,6,AV10,Z,10.3,7.7,9.1,31,214
eb6ffc14-f18b-11ec-a33e-acde48001122,RAM,1500 4X4,PICKUP TRUCK - STANDARD,5.7,8,A6,X,18.7,13.3,16.3,17,382
eb6fffca-f18b-11ec-a33e-acde48001122,TOYOTA,TUNDRA 4WD,PICKUP TRUCK - STANDARD,4.6,8,AS6,X,16.9,12.9,15.1,19,351
eb700380-f18b-11ec-a33e-acde48001122,FORD,ESCAPE FFV,SUV - SMALL,2.5,4,AS6,X,11.1,8.1,9.7,29,229
eb700754-f18b-11ec-a33e-acde48001122,DODGE,CHALLENGER,MID-SIZE,3.6,6,A8,X,12.4,7.8,10.3,27,237
eb700b14-f18b-11ec-a33e-acde48001122,KIA,Optima Hybrid,MID-SIZE,2.0,4,AM6,X,5.9,5.2,5.6,50,132
eb700eb6-f18b-11ec-a33e-acde48001122,TOYOTA,Camry XLE/XSE,MID-SIZE,2.5,4,AS8,X,8.5,6.2,7.5,38,175
eb701280-f18b-11ec-a33e-acde48001122,FORD,TRANSIT CONNECT WAGON,SPECIAL PURPOSE VEHICLE,2.5,4,AS6,X,11.9,8.5,10.4,27,239
eb701640-f18b-11ec-a33e-acde48001122,ASTON MARTIN,V8 VANTAGE,TWO-SEATER,4.7,8,M6,Z,18.1,12.3,15.5,18,362
eb7019e2-f18b-11ec-a33e-acde48001122,JEEP,RENEGADE FFV,SUV - SMALL,2.4,4,A9,X,10.8,7.7,9.4,30,216
eb701da2-f18b-11ec-a33e-acde48001122,SUBARU,Forester AWD,SUV - SMALL,2.5,4,AV7,X,9.0,7.2,8.2,34,192
eb702162-f18b-11ec-a33e-acde48001122,MAZDA,MAZDA3 5-DOOR (SIL),MID-SIZE,2.0,4,M6,X,8.2,5.9,7.1,40,167
eb702504-f18b-11ec-a33e-acde48001122,FORD,F-150 4X4,PICKUP TRUCK - STANDARD,3.5,6,AS6,X,14.2,10.4,12.5,23,288
eb7028a6-f18b-11ec-a33e-acde48001122,BMW,M240i CABRIOLET,SUBCOMPACT,3.0,6,AS8,Z,11.1,7.8,9.6,29,224
eb702c84-f18b-11ec-a33e-acde48001122,HONDA,CIVIC COUPE,COMPACT,1.5,4,AV,X,7.5,5.6,6.7,42,155
eb703026-f18b-11ec-a33e-acde48001122,ACURA,RDX AWD,SUV - SMALL,3.5,6,AS6,Z,12.4,8.7,10.7,26,250
eb7033c8-f18b-11ec-a33e-acde48001122,RAM,CARGO VAN FFV,MINIVAN,3.6,6,A6,X,13.3,9.1,11.4,25,262
eb7037b0-f18b-11ec-a33e-acde48001122,BMW,750Li xDRIVE,FULL-SIZE,4.4,8,AS8,Z,14.7,9.7,12.5,23,292
eb703b5c-f18b-11ec-a33e-acde48001122,NISSAN,VERSA,MID-SIZE,1.6,4,M5,X,8.6,6.6,7.7,37,180
eb703efe-f18b-11ec-a33e-acde48001122,DODGE,JOURNEY,SUV - SMALL,2.4,4,A4,X,12.7,9.2,11.1,25,261
eb7042dc-f18b-11ec-a33e-acde48001122,PORSCHE,Cayenne Turbo,SUV - STANDARD,4.0,8,AS8,Z,15.6,12.4,14.1,20,329
eb70469c-f18b-11ec-a33e-acde48001122,FORD,EDGE,SUV - SMALL,3.5,6,AS6,X,12.6,8.7,10.8,26,248
eb704a48-f18b-11ec-a33e-acde48001122,VOLKSWAGEN,BEETLE DUNE,COMPACT,1.8,4,AS6,X,9.7,7.5,8.7,32,203
eb704e08-f18b-11ec-a33e-acde48001122,KIA,RIO,COMPACT,1.6,4,M6,X,8.7,6.4,7.7,37,177
eb7051aa-f18b-11ec-a33e-acde48001122,FORD,MUSTANG,SUBCOMPACT,2.3,4,AS6,X,11.0,7.4,9.4,30,216
eb70554c-f18b-11ec-a33e-acde48001122,MAZDA,CX-5,SUV - SMALL,2.0,4,AS6,X,8.9,7.3,8.2,34,189
eb70592a-f18b-11ec-a33e-acde48001122,JAGUAR,F-PACE 35t,SUV - SMALL,3.0,6,AS8,Z,13.3,10.0,11.8,24,277
eb705cd6-f18b-11ec-a33e-acde48001122,TOYOTA,4RUNNER 4WD,SUV - STANDARD,4.0,6,AS5,X,14.3,11.9,13.2,21,308
eb70606e-f18b-11ec-a33e-acde48001122,PORSCHE,PANAMERA 4S EXECUTIVE,FULL-SIZE,3.0,6,AM7,Z,13.7,8.9,11.5,25,264
eb706438-f18b-11ec-a33e-acde48001122,CHEVROLET,SONIC 5,MID-SIZE,1.8,4,AS6,X,9.6,6.7,8.3,34,191
eb7067f8-f18b-11ec-a33e-acde48001122,JEEP,PATRIOT,SUV - SMALL,2.4,4,M5,X,10.3,8.3,9.4,30,216
eb706b90-f18b-11ec-a33e-acde48001122,TOYOTA,COROLLA iM,MID-SIZE,1.8,4,AV7,X,8.3,6.5,7.5,38,176
eb706f78-f18b-11ec-a33e-acde48001122,CHRYSLER,300 AWD (MDS),FULL-SIZE,5.7,8,A5,X,16.1,10.0,13.4,21,308
eb70732e-f18b-11ec-a33e-acde48001122,GMC,YUKON,SUV - STANDARD,5.3,8,A6,X,15.1,10.4,13.0,22,305
eb7076d0-f18b-11ec-a33e-acde48001122,GMC,TERRAIN FFV,SUV - SMALL,2.4,4,A6,X,10.5,7.3,9.1,31,209
eb707a7c-f18b-11ec-a33e-acde48001122,FORD,EXPLORER AWD,SUV - STANDARD,3.5,6,AS6,X,14.8,10.7,13.0,22,299
eb707e1e-f18b-11ec-a33e-acde48001122,KIA,FORTE,MID-SIZE,2.0,4,M6,X,9.8,6.9,8.5,33,196
eb7081c0-f18b-11ec-a33e-acde48001122,DODGE,Challenger SRT Hellcat,MID-SIZE,6.2,8,A8,Z,17.6,10.7,14.5,19,339
eb708562-f18b-11ec-a33e-acde48001122,BMW,440i xDrive Coupe,COMPACT,3.0,6,M6,Z,13.0,8.5,11.0,26,256
eb7088fa-f18b-11ec-a33e-acde48001122,HYUNDAI,Tucson AWD,SUV - SMALL,2.4,4,AS6,X,11.0,9.1,10.1,28,241
eb708c92-f18b-11ec-a33e-acde48001122,LAMBORGHINI,HURACAN,TWO-SEATER,5.2,10,AM7,Z,16.8,11.4,14.4,20,336
eb709034-f18b-11ec-a33e-acde48001122,MINI,COOPER 5 DOOR,SUBCOMPACT,1.5,3,AS6,Z,8.5,6.3,7.5,38,172
eb7093d6-f18b-11ec-a33e-acde48001122,FORD,F-150 (Payload Pkg),PICKUP TRUCK - STANDARD,2.7,6,AS10,X,12.4,9.4,11.1,25,260
eb70976e-f18b-11ec-a33e-acde48001122,PORSCHE,Panamera 4 ST,FULL-SIZE,3.0,6,AM8,Z,12.2,8.9,10.7,26,250
eb709b10-f18b-11ec-a33e-acde48001122,FORD,ESCAPE AWD,SUV - SMALL,1.5,4,AS6,X,10.7,8.3,9.6,29,226
eb709eb2-f18b-11ec-a33e-acde48001122,BENTLEY,Flying Spur,MID-SIZE,6.0,12,AM8,Z,19.2,12.2,16.0,18,373
eb70a254-f18b-11ec-a33e-acde48001122,NISSAN,ROGUE,SUV - SMALL,2.5,4,AV,X,9.2,7.2,8.3,34,191
eb70a5ec-f18b-11ec-a33e-acde48001122,FORD,FOCUS FFV,COMPACT,2.0,4,M5,X,9.5,7.0,8.3,34,195
eb70a9c0-f18b-11ec-a33e-acde48001122,VOLVO,V60 CC T5 AWD,STATION WAGON - SMALL,2.0,4,AS8,Z,10.8,7.7,9.4,30,220
eb70adb2-f18b-11ec-a33e-acde48001122,SUBARU,WRX AWD,COMPACT,2.0,4,AV8,Z,12.9,9.7,11.5,25,263
eb70b168-f18b-11ec-a33e-acde48001122,TOYOTA,Yaris (SIL),COMPACT,1.5,4,M6,X,7.8,6.1,6.9,41,165
eb70b514-f18b-11ec-a33e-acde48001122,ALFA ROMEO,Stelvio AWD Quadrifoglio,SUV - SMALL,2.9,6,A8,Z,14.1,10.4,12.4,23,292
